1170	MP*1
1686	MP*1
1629	MP*1
1164	MP*1
1678	MP*1
1622	MP*1
1658	MP*1
1601	MP*1
1679	MP*1
1649	MP*1
1856	MP*1
1618	MP*1
1667	MP*1
1645	MP*1
1628	MP*1
1674	MP*1
1492	MP*1
1657	MP*1
1148	MP*1
1644	MP*1
1613	MP*1
1181	MP*1
1651	MP*1
1632	MP*1
1190	MP*1
1671	MP*1
1672	MP*1
1660	MP*1
1662	MP*1
1144	MP*1
1108	MP*1
689	MP*2
665	MP*2
605	MP*2
650	MP*2
655	MP*2
602	MP*2
606	MP*2
684	MP*2
603	MP*2
685	MP*2
622	MP*2
674	MP*2
620	MP*2
699	MP*2
641	MP*2
612	MP*2
687	MP*2
695	MP*2
615	MP*2
611	MP*2
619	MP*2
691	MP*2
646	MP*2
677	MP*2
638	MP*2
669	MP*2
662	MP*2
629	MP*2
678	MP*2
668	MP*2
647	MP*2
617	MP*2
649	MP*2
614	MP*2
621	MP*2
628	PC
618	PC
681	PC
624	PC
666	PC
635	PC
607	PC
648	PC
663	PC
627	PC
660	PC
633	PC
623	PC
690	PC
658	PC
613	PC
600	PC
616	PC
661	PC
652	PC
686	PC
694	PC
654	PC
601	PC
644	PC
651	PC
643	PC
696	PC
610	PC
692	PC
683	PC
698	PC
626	PC
682	PC
656	PC
667	PC
636	PC
609	PC
823	PC*
894	PC*
896	PC*
893	PC*
887	PC*
892	PC*
812	PC*
884	PC*
849	PC*
881	PC*
803	PC*
809	PC*
898	PC*
889	PC*
882	PC*
875	PC*
880	PC*
804	PC*
888	PC*
806	PC*
807	PC*
897	PC*
891	PC*
821	PC*
819	PC*
824	PC*
883	PC*
890	PC*
817	PC*
814	PC*
815	PC*
886	PC*
847	PC*
822	PC*
895	PC*
857	PSI*
871	PSI*
860	PSI*
866	PSI*
802	PSI*
854	PSI*
832	PSI*
865	PSI*
826	PSI*
858	PSI*
831	PSI*
810	PSI*
833	PSI*
836	PSI*
829	PSI*
869	PSI*
825	PSI*
852	PSI*
853	PSI*
838	PSI*
827	PSI*
634	PSI*
862	PSI*
676	PSI*
845	PSI*
830	PSI*
664	PSI*
843	PSI*
868	PSI*
856	PSI*
848	PSI*
841	PSI*
855	PSI*
851	PSI*
873	PSI*
828	PSI*
863	PSI*
813	PSI*
864	PSI*
867	PSI*
834	PSI*
