25	PC
103	PC
55	PC
14	PC
80	PC
35	PC
97	PC
102	PC
47	PC
22	PC
87	PC
28	PC
62	PC
26	PC
63	PC
109	PC
48	PC
107	PC
66	PC
57	PC
27	PC
61	PC
24	PC
74	PC
36	PC
99	PC
23	PC
49	PC
65	PC
124	PC
105	PC
15	PC*
117	PC*
1	PC*
16	PC*
44	PC*
43	PC*
94	PC*
29	PC*
77	PC*
10	PC*
32	PC*
93	PC*
56	PC*
42	PC*
98	PC*
106	PC*
78	PC*
54	PC*
30	PC*
70	PC*
53	PC*
50	PC*
112	PC*
39	PC*
69	PC*
104	PC*
11	PC*
68	PC*
3	PC*
2	PC*
110	PC*
118	PC*
79	PC*
89	PC*
92	PC*
86	PC*
67	PC*
0	PC*
31	PC*
100	PC*
81	PC*
82	PC*
108	PC*
58	PC*
76	PC*
121	PSI*
6	PSI*
73	PSI*
8	PSI*
18	PSI*
38	PSI*
60	PSI*
13	PSI*
116	PSI*
19	PSI*
52	PSI*
5	PSI*
17	PSI*
51	PSI*
46	PSI*
34	PSI*
20	PSI*
83	PSI*
40	PSI*
9	PSI*
12	PSI*
85	PSI*
88	PSI*
113	PSI*
4	PSI*
101	PSI*
41	PSI*
37	PSI*
114	PSI*
95	PSI*
84	PSI*
21	PSI*
64	PSI*
7	PSI*
71	PSI*
45	PSI*
72	PSI*
115	PSI*
33	PSI*
90	PSI*
59	PSI*
96	PSI*
111	teacher
119	teacher
120	teacher
122	teacher
91	teacher
75	teacher
123	teacher
125	teacher
